Trials,MarketCondition,StockPrice,p2Cash,p2Stock,p2TotalAsset,p2Decision,p2ChechHistory
1,1,100,10000,10,11000,sell,yes
2,1,95,10100,9,10955,sell,yes
3,1,95,10195,8,10955,sell,yes
4,1,91,10290,7,10927,sell,yes
5,1,91,10381,6,10927,sell,yes
6,1,89,10472,5,10917,sell,yes
7,1,85,10561,4,10901,sell,yes
8,1,83,10646,3,10895,sell,yes
9,1,83,10729,2,10895,sell,yes
10,1,79,10812,1,10891,no trade,yes
11,1,82,10812,1,10894,sell,yes
12,1,78,10894,0,10894,no trade,yes
13,1,76,10894,0,10894,no trade,yes
14,1,74,10894,0,10894,no trade,yes
15,1,77,10894,0,10894,no trade,no
16,1,75,10894,0,10894,no trade,yes
17,1,73,10894,0,10894,no trade,yes
18,1,76,10894,0,10894,no trade,yes
19,1,74,10894,0,10894,no trade,yes
20,1,77,10894,0,10894,no trade,yes
21,2,75,10894,0,10894,no trade,yes
22,2,73,10894,0,10894,no trade,yes
23,2,71,10894,0,10894,no trade,yes
24,2,76,10894,0,10894,no trade,yes
25,2,74,10894,0,10894,no trade,yes
26,2,79,10894,0,10894,no trade,yes
27,2,77,10894,0,10894,no trade,yes
28,2,82,10894,0,10894,no trade,yes
29,2,80,10894,0,10894,no trade,yes
30,2,85,10894,0,10894,no trade,yes
31,2,83,10894,0,10894,buy,yes
32,2,83,10811,1,10894,no trade,yes
33,2,81,10811,1,10892,sell,yes
34,2,81,10892,0,10892,no trade,yes
35,2,79,10892,0,10892,no trade,yes
36,2,79,10892,0,10892,no trade,yes
37,2,84,10892,0,10892,no trade,yes
38,2,82,10892,0,10892,no trade,yes
39,2,80,10892,0,10892,no trade,no
40,2,80,10892,0,10892,no trade,yes
41,2,85,10892,0,10892,no trade,yes
42,2,83,10892,0,10892,no trade,yes
43,2,83,10892,0,10892,no trade,no
44,2,81,10892,0,10892,no trade,no
45,2,86,10892,0,10892,no trade,yes
46,2,84,10892,0,10892,no trade,no
47,2,84,10892,0,10892,no trade,no
48,2,84,10892,0,10892,no trade,yes
49,2,84,10892,0,10892,no trade,yes
50,2,90,10892,0,10892,no trade,yes
51,2,88,10892,0,10892,no trade,no
52,2,88,10892,0,10892,no trade,yes
53,2,94,10892,0,10892,no trade,yes
54,2,92,10892,0,10892,no trade,yes
55,2,98,10892,0,10892,no trade,yes
56,2,96,10892,0,10892,no trade,yes
57,2,102,10892,0,10892,no trade,no
58,2,99,10892,0,10892,no trade,no
59,2,105,10892,0,10892,no trade,no
60,2,102,10892,0,10892,no trade,yes
61,3,109,10892,0,10892,no trade,yes
62,3,103,10892,0,10892,no trade,yes
63,3,107,10892,0,10892,no trade,yes
64,3,101,10892,0,10892,no trade,yes
65,3,105,10892,0,10892,no trade,yes
66,3,99,10892,0,10892,buy,yes
67,3,104,10793,1,10897,no trade,yes
68,3,98,10793,1,10891,no trade,no
69,3,101,10793,1,10894,no trade,yes
70,3,95,10793,1,10888,no trade,yes
71,3,98,10793,1,10891,no trade,yes
72,3,101,10793,1,10894,no trade,no
73,3,95,10793,1,10888,buy,yes
74,3,100,10698,2,10898,sell,no
75,3,90,10798,1,10888,buy,no
76,3,95,10708,2,10898,sell,yes
77,3,86,10803,1,10889,buy,yes
78,3,89,10717,2,10895,sell,yes
79,3,81,10806,1,10887,no trade,yes
80,3,84,10806,1,10890,no trade,yes
81,3,84,10806,1,10890,no trade,yes
82,3,79,10806,1,10885,no trade,yes
83,3,82,10806,1,10888,no trade,yes
84,3,82,10806,1,10888,no trade,yes
85,3,78,10806,1,10884,no trade,yes
86,3,78,10806,1,10884,no trade,yes
87,3,81,10806,1,10887,no trade,yes
88,3,77,10806,1,10883,buy,yes
89,3,80,10729,2,10889,sell,yes
90,3,76,10809,1,10885,buy,yes
91,3,80,10733,2,10893,sell,yes
92,3,72,10813,1,10885,buy,yes
93,3,75,10741,2,10891,sell,yes
94,3,71,10816,1,10887,buy,yes
95,3,75,10745,2,10895,sell,yes
96,3,68,10820,1,10888,buy,yes
97,3,72,10752,2,10896,sell,yes
98,3,65,10824,1,10889,buy,yes
99,3,69,10759,2,10897,no trade,yes
100,3,65,10759,2,10889,no trade,yes
101,3,65,10759,2,10889,,
